Username;Comment;Target;Label
pelangi_air_mata;N_Target sabaaaaar;['dayak162'];
pelangi_air_mata;N_Target sabaaaar;['kupanji'];
pelangi_air_mata;N_Target sabaaar;['sesamaulida'];
pelangi_air_mata;N_Target sabaaar Kok abng emosi;['medanimedani'];
pelangi_air_mata;N_Target sabaar bng;['hanafiamische'];
pelangi_air_mata;N_Target sabar bang;['dayak162'];
pelangi_air_mata;N_Target sabar bng Sabaar Ane kn cm bermaksd mengingatkan penderitaan abng;['ahmad0809_gw'];
ummu_ahmad_yusuf_harun_arasyid;N_Target sabar pak mending kita gaungkan;['rikoseptianton'];
pelangi_air_mata;N_Target sabar sabar;['noni9112'];
a_riyadiwijaya;N_Target sabbar mas;['dilafeby'];
pejuangislam466;N_Target sadar gimana kan boneka;['ismawan_06'];
rizkyse5;N_Target sadar mba sadar;['dianmaharani1991'];
pelangi_air_mata;N_Target sahabat yg baik bng Ketawa bareng nangis bareng bahagia bareng gila abng sendiri aja ane ngk ikut;['bamzwidodo'];
pelangi_air_mata;N_Target saham anjlok itu buktinya;['regarborneo'];
tendi_habibie;N_Target sakidd yg tidak berdarah mas;['alfi'];
omansaga;N_Target saking khuzhuknya si habib dia berencana umroh tahun;['pangeranbelut'];
ngakak_tuman;N_Target sakit brow;['tugiosblues869'];
asya.s_cake;N_Target sakit pasti disentil sampek ususnya;['ye_u_ye_u_en'];
ngakak_tuman;N_Target sakitnya luar biasa;['nia'];
uniwengallery;N_Target saksikan ilc full dengan menyimak dipahami dan dipikirkan Insyaa Allah jelas maksudnya;['mulatosigit7'];
amjoy_motchos;N_Target salah guru;['rochayati4'];
mohammadmardiono;N_Target salah mbak yg bener presiden rasa hambar;['pelangi_air_mata'];
hadi_mahendra58;N_Target salah satu cara mencari dukungan di internasional untul merdeka;['rafi___al___khadafi'];
premantobat073;N_Target salah satu dong bang;['heendiisurya'];
yusufswn;N_Target salahkan orangnya bukan ras nya;['idhaadha178'];
faridah_idaevri;N_Target salam;['nurul'];
islampenja9a_nkri;N_Target sama;['keadilanrakyatindonesia'];
harnisrg;N_Target sama Sist;['yunia_fatmawati'];
gores_rese;N_Target sama aku juga blepotan;['keadilanrakyatindonesia'];
santipanon_kurma;N_Target sama kita mba toss waktu pa anies awal gabung kubu prabowo sempet dibecandain pak amien waktu pengajian di masjid al azhar itu ada junior saya di ugm rantang runtung sama jkw alhamdulillah sekarang sudah sadar jadi pak amien juga sempet heran dgn pa anies ko bisa nya ada di kubu sana hahaa;['kunadnanm659'];
msyaugi;N_Target sama kok we ngga tau yah;['adit'];
bunda.dara.dzaky;N_Target sama sama bos;['agustinkharis'];
m.ananda_w;N_Target sama wkwkk;['5171jasmine'];
rivaist668;N_Target sambas gmn;['amalia_alro'];
roylast121;N_Target sami Allohu limankhamidah;['ijahmuis'];
sidik_war;N_Target sampe;['ririen_urra_ayhu'];
farrel.rishma;N_Target sangat memalukan kalah ya kalah aja nyungsep ya nyungsep aja;['pb_1932'];
wahyu_untunq;N_Target santuy aja Mbak Kita tidak tau permainan politik seorang Jendral sperti Prabowo Dan satu hal yg harus kita yakini bahwa tidak ada seorang prajuritpun yang berjiwa penghianat Dan itu termasuk kepada panutan kita Prabowo Subianto;['linnydharma'];
titiekfachlevi;N_Target sapa siiihhhh yg dari soloooooo;['premantobat073'];
zumuctar0879;N_Target sapa yg goblok loh atw gue;['shaoguskar'];
da.nny3718;N_Target sapa yg takut cuma perusuh doang ya pantes bisanya cuma demo doang;['bubles_beauty'];
wawanloblobly;N_Target saran saya jangan anti asibg hp ente juga buatan asing banyak media indo tuh sdh siarkan pakung tidak sdh ada oengakuan kalau semua ada provikasinya pendemo juva mengakui kalau mereka teetipu oleh aktor lapangannya damai itu enak jabgan dijadikan ALAT KETIDAK MAMOUAN MENGHADAPI KEKALAHAN;['tatang'];
wahyu_ashari89;N_Target satir satir;['fityalifia'];
trisiswanto4006;N_Target satpamnya takut di marah atasanya om;['ded_enyoy'];
genkjokajoka;N_Target satpamnya terpesona sm bpk anying dgn kata nya mknya satpamnya diam bae;['akalmu_kudu_sehat'];
idhaadha178;N_Target satu orang cina perwakilan cina pada umumnya;['yusufswn'];
ramaik__;N_Target satu pulau sumatera kita merdeka;['eddy_mentor_paytren'];
agusduriat48588;N_Target saya biasa ubanan di cabutin putri saya yg pertama;['ririen_urra_ayhu'];
ahmad0809_gw;N_Target saya ga merasa punya Presiden Min Saya hanya merasa sangat punya Gubernur hebat;['pelangi_air_mata'];
agusduriat48588;N_Target saya hutang negara indonesia tanggung jawab berdua sama belio president IR H JOKOWIDODO siap berapa trilyun pun belio yg carikan saya tanggung jawab mau Arab swiss;['ririen_urra_ayhu'];
ihsnalfata_;N_Target saya jga dari Aceh tapi tdk merasakan;['zumuctar0879'];
emangchincai;N_Target saya juga minta data hutang pemerintah yg sekitar triliun;['alia_galb'];
ajiiieeeee;N_Target saya mah pecinta wanita bukan;['rahayu_maurer16'];
alsandrayunus;N_Target saya mau nya Mobil Esemka janji kan mau praduksi mobil Esemka;['agusduriat48588'];
aidilfep_reigns;N_Target saya mendukung Ahok jdi ketua rt;['moestofa2'];
lemarikkdd;N_Target saya pesimis;['syidmen_'];
mohammadmardiono;N_Target saya sdh punya anak mbak;['pelangi_air_mata'];
nadiyyans;N_Target saya setuju banget kok banyak pihak luar negeri yang merasa pak anies malah yang presiden nya saya setujuuuu banget dongg mereka lebih berintelektual yang tinggi tidak mementingkan kepentingan pribadi dan partainya saja mereka LEBIH BERWIBAWA dibandingkan yang kamu pilih atau yang menurut kamu bagus mereka jugaa sudah banyak bukti apalagi semenjak pa anies yang jadi gubernur Jakarta di buahi puluhan piagam untuk Jakarta gubernur yang kemaren sampe marah mana noh ga ada pencapaian piagam untuk Jakarta satu pun;['abrahamduta86gma'];
raima.fawwaz;N_Target saya setujuuuu karena beliau cerdasssss kalo sambutan di luar negri dg bahasa inggris pasti jago kerennnnnnn;['abrahamduta86gma'];
sutini_haunani;N_Target saya tidak sekolam ya Saya tetep setia;['nura_moms'];
ipungdenpasar;N_Target saya yakin bisa;['suryawatiaji'];
rahayu_maurer16;N_Target sdg berkembangbiakmusim hujan soalny;['fera_tommy'];
pelangi_air_mata;N_Target sdh ada beritanya bng Listrik dikelola china;['m'];
sriumamah;N_Target sdh bebas masbro;['dedegpidekso12'];
dedegpidekso12;N_Target sdh bebas tapi tetap saja jadi sandal jepit dan keset kaki sementara elite makan enak dan bagi kekuasaan;['sriumamah'];
pelangi_air_mata;N_Target sdh bun Presiden rumah tangga Hhhaaa;['uma_mahdumah'];
dorayaki_transforming;N_Target sdh jelas;['al_jasum_muhibbin'];
utari.riry;N_Target sdh terhapus;['bundarahmah_nany'];
pelangi_air_mata;N_Target sdhlah bng Bakal binggung kl melihat cr berfikir mereka;['opik_cahya'];
den_nompo;N_Target sebenarnya bukan Agamanya yg salah namun pemeluknya itu yg gak terlalu memahami sama agamanya sendiri Andaikan dia paham sama agamanya pasti ia akan menjadi orang super baik;['paulusnaeksitompul'];
narisayekti;N_Target sebenarnya nggak pingin ngetawain tp kok ya kebangetan alay nya Astaghfirulahaladzim;['premantobat073'];
noor_khaz;N_Target sebenarnya sayang bgt ya aku gk bs dTang;['kojiro'];
kolektor_rombenx;N_Target sebenarnya yg ciptain cina ini siapa sih kok bikin umat ga tenang aja sih;['nabrisputra'];
pelangi_air_mata;N_Target sebenernya ngk percaya kok Cm lg dimanipulasi;['renee_aml'];
pelangi_air_mata;N_Target sebutkn yg hoax yg mn bu Nanti sy kasih data;['dianmaharani1991'];
adyaksaa___;N_Target secara konstitusi jokowi pegawai outsourcing taunan yg kita gaji kok ngapain malu sama pegawai sendiri;['bubles_beauty'];
indonesia1700945;N_Target sedih gue baca nya wkwkwkwk tolol loe ih benci siapa loe Pemerintah Jokowi Siapa Gak ada otak lw gak tau diri;['engdwi'];
premantobat073;N_Target sedih juga;['epindgolit'];
aku_pengikutmu1;N_Target seharusnya anda bisa mikir;['fahrul'];
aku_pengikutmu1;N_Target seharusnya anda mikir karena Anda sudah dewasa;['fajrin_azmar'];
roylast121;N_Target seharusnya gimana kalau jawab takbir;['rahmaddani89'];
ajibdani;N_Target sejak jd gubernur dki jg sy mh udh kesel;['alan_asikgaasik'];
keadilanrakyatindonesia;N_Target sekali curang tetap curang;['evisofiyah_12'];
premantobat073;N_Target sekali kali;['pejuang1745'];
toto.bob.1654;N_Target sekarang km tinggal memikirkan kemajuan negara demi anak cucu tdk berlarut dgn kegiatan yg tak berguna;['asep_syaepullah99'];
ummu_ahmad_yusuf_harun_arasyid;N_Target sekarang terbaru sepeda an sama istrinya Duh ya Alloh enak amat hidup jae rakyat kelimpungan dia hepy hepy ga perduli;['savana_7875'];
agam_rizki;N_Target selama ini Kan gitu bro beda pandangan politik ditangkap beda banyak yg Hina Pak Prabowo as Capres B aja Hina Pak jokowi langsung ditangkap;['kurnia_udi'];
farhan.nulkarim;N_Target selamat menikmati kecurangan;['2019gantiwakilpresiden_'];
agusbudisantosa;N_Target selamat menikmati kekalahan dan ketololan yg hqq Wkwkwkwkwkwkwkwkwk N_Target;['farhan', '2019gantiTuhan'];
premantobat073;N_Target semangat;['lilisulaeman'];
lilis_suryaningsih5;N_Target semangat pak otto saya percaya dengan dedikasi anda dalam dunia hukum;['ottohasibuan'];
aku_pengikutmu1;N_Target semangat sanyangku;['riskaseptiamutiara'];
hatefulduck;N_Target semangat yah cm sampe ko ntar q bantuin ko;['nabilaregia'];
octha_octhari;N_Target semoga;['nauraghozi'];
pelangi_air_mata;N_Target semoga ada cara menjatuhkn sesuai konstitusi;['sesamaulida'];
kang_hidayat_official;N_Target semoga allah bukakan hati nurani dan balikan pemikiran nya;['niamaulana_22'];
hary_kar;N_Target semoga cepat sembuh tuuh so Abu;['najla_azzahra17feb'];
rosmalizar;N_Target semoga dimudahkan aamiin;['premantobat073'];
nazwa.noe2;N_Target semoga jawa berikutnya;['sukri'];
san_dacosta;N_Target semoga jurinya diisi orang jujur yg takut sama Allah SWT;['diiiginting'];
dickyrawung;N_Target semoga mereka hengkang;['pedrinansatriani'];
