Username;Comment;Target;Label
ien_bj_ghuchi;Abu janda bkn ulama tp manusia ga jelas;['None'];0/1
travel_borobudur;Abu janda kembange sarkem;['None'];0/1
diniyati_1995;Ad presiden tp cuma sebagai toGoG Amit dahh negara ini Rakyat ny lagi brduka bisa trtawa lepas nntn lawakan Sue Lu jok;['None'];0/1
baim_wong_gendeng3674;Adian narapidana eh Napitupulu planga plongo;['None'];0/1
hammam_ashdqi;Adian tutuu ditag lahhh biar dia persenin lagi janji kampanyee goodbener dki;['None'];0/1
moestofa2;Ahok itu gak ada etika dan gak menganut budaya NKRI yg ramah santun dan amanah;['None'];0/1
tiwuk_agustine;Aku jugak sedih sama kamu pak lik Dukung nggak ikhlas Pengkhianat Jijik kali aku tengok nya wei kata mak Beti UAS ceramah di ranahnya ndiri Yang loe nyampuk nyampuk itu ngapain nyet;['None'];0/1
yayukindahsyah;Alhamdulillah slalu menyesat kan orang islam sebentar lg;['None'];0/1
nazamsyanoor_;Amun aku supan pg jadi N_Target ykelo lah N_Target;['jokowi', 'muhammadharis_arn'];0/1
herikurniawan43;Anggota fpi memang tidak banyak Tapi manfaat nya melebihi aparat yang jumlah nya jauh lebih banyak Dan yang mencintai fpi sangat jauh lebih banyak melebihi jumlah semua aparat yang banyak Cuma manusia busuk yang ingin fpi bubar;['None'];0/1
alisahid07;Anjay cina anjay;['None'];0/1
halim0913caturelang;Anjing bangsat tuh orang udh mulai kurang ajar si aseng cebong;['None'];0/1
dankzdosol;Anjing loe pendatang gua bantai;['None'];0/1
yudhicom;Antek China;['None'];0/1
pengelana_jalanan;Apa beda PKI sama HTI atau khilafah sama dilarang n dibubarkan terus lu bela dasar budak HTI tgg waktu ente ke ciduk banyak in waktu sama keluarga ya n jangan nangis minta maaf karena hilaf kaya yg lain basi tau tingkah aneh gerombolan kalian;['None'];0/1
arfan_sofan;Apa hubungan nya pemikiran cemerlap sama gagap bambang Emang orang gagap itu bodoh Adsar;['None'];0/1
fadelmuhbaso96;Apaan sih ansor Sok sokan atas namakan pancasila emang ustad Felix pergi oprasi untuk khilafah Ape Gaguna lu;['None'];0/1
tandayulubis;Apo Dio bagudung;['None'];0/1
pratama_kew;Aseng kampang;['None'];0/1
